id,direction,model_label,use_pivot_english,latency_ms,request_error,source,reference,hypothesis,explanation,explanation_nonempty,explanation_language_ok,hints_count,hints_nonempty,hints_language_ok,grammar_count,grammar_language_ok,support_ok,expected_keyword_coverage,bleu,chrf,rouge_l,language_ok,copied_source,line_count_match,length_ratio
jafr-010,ja-fr,qwen2.5-1.5b,False,24276.0,,宿題を忘れてしまいました。,J'ai oublie les devoirs.,Échoué pour le devoir.,"Le mot 'devoir' signifie 'homework' en japonais, et il est traduit par 'devoir' en français.",True,True,1,1,True,1,True,True,0.3333333333333333,8.943695670003398,37.1462126164622,0.0,True,False,True,0.9166666666666666
frja-011,fr-ja,qwen2.5-1.5b,False,43265.0,,J'habite pres du campus.,私はキャンパスの近くに住んでいます。,私はキャンパスの近くに住んでいます。,Cette phrase est exprimée en français et signifie littéralement 'j'habite près de l'université'.,True,True,2,2,True,3,False,False,0.0,8.943695670003398,37.1462126164622,1.0,True,False,True,1.0
frja-012,fr-ja,qwen2.5-1.5b,False,63610.0,,"Le train part a 7 heures, ne sois pas en retard.",電車は7時に出発します。遅れないで。,出発は7時です。遅刻しないでください。,Les expressions 'part' et 'rester en retard' sont utilisées pour indiquer l'heure de départ et la précaution contre le retard.,True,True,3,3,True,2,False,False,0.3333333333333333,8.943695670003398,37.1462126164622,0.5405405405405405,True,False,True,1.0555555555555556
frja-013,fr-ja,qwen2.5-1.5b,False,25357.0,,Nous devons envoyer un email au professeur.,教授にメールを送らなければなりません。,あなたは教授にメールを送らなければなりません。,La phrase contient l'indicatif « vous » qui exprime le rôle de récepteur.,True,True,1,1,True,2,True,True,0.0,8.943695670003398,37.1462126164622,0.9047619047619047,True,False,True,1.2105263157894737
frja-014,fr-ja,qwen2.5-1.5b,False,32947.0,,Je prefere le the au cafe.,私はコーヒーよりお茶が好きです。,私はカフェよりコーヒーを好む。,Cette phrase exprime que l'interlocuteur préfère le café à la cafétéria.,True,True,2,2,True,2,False,False,0.3333333333333333,8.943695670003398,37.1462126164622,0.5161290322580646,True,False,True,0.9375
frja-015,fr-ja,qwen2.5-1.5b,False,27731.0,,Il y avait beaucoup de monde au festival.,祭りには人がたくさんいました。,多くの人々が集まっていた。,Le texte original est « Il y avait beaucoup de monde au festival ». Cette phrase traduit littéralement en japonais par « De nombreux gens étaient présents ».,True,True,2,2,True,2,True,True,0.0,8.943695670003398,37.1462126164622,0.3571428571428571,True,False,True,0.8666666666666667
frja-016,fr-ja,qwen2.5-1.5b,False,20237.0,,"Pouvez-vous repeter, s'il vous plait ?",すみません、もう一度言っていただけますか？,はい、お手伝いいたします。,Cette phrase est un usage courant pour répondre à une demande avec respect et offrir de l'aide.,True,True,2,2,True,1,True,True,0.3333333333333333,8.943695670003398,37.1462126164622,0.2941176470588235,True,False,True,0.6190476190476191
frja-017,fr-ja,qwen2.5-1.5b,False,60175.0,,Je n'ai jamais ete au Japon.,私は日本に行ったことがありません。,私は日本に ever い たことがありません。,Cette phrase exprime que le parlant n'a jamais visité l'Inde.,True,True,2,2,True,3,False,False,0.3333333333333333,8.943695670003398,37.1462126164622,0.75,True,False,True,1.3529411764705883
frja-018,fr-ja,qwen2.5-1.5b,False,30121.0,,"Quand tu arriveras, appelle-moi.",着いたら電話して。,あなたが到着するまでに、私を呼んでください。,Cette phrase indique que quelqu'un doit vous appeler lorsque vous arrivez.,True,True,1,1,True,3,False,False,0.0,8.943695670003398,37.1462126164622,0.1935483870967742,True,False,True,2.4444444444444446
frja-019,fr-ja,qwen2.5-1.5b,False,41059.0,,Ce restaurant est celebre pour ses ramen.,このレストランはラーメンで有名です。,このレストランはラーメンの名所です。,Cette phrase maintient la signification originale en indiquant que le restaurant est connu pour son riz au curry (ramen).,True,True,1,1,True,3,False,False,0.3333333333333333,8.943695670003398,37.1462126164622,0.8888888888888888,True,False,True,1.0
frja-020,fr-ja,qwen2.5-1.5b,False,50687.0,,Je suis en train d'etudier pour l'examen.,私は試験のために勉強しているところです。,私は試験に取り組んでいます。,Cette phrase est en français et signifie que je fais des preparations pour un examen.,True,True,2,2,True,2,True,True,0.3333333333333333,8.943695670003398,37.1462126164622,0.47058823529411764,True,False,True,0.7
frja-021,fr-ja,qwen2.5-1.5b,False,23964.0,,Il est possible de payer par carte.,カードで支払うことができます。,可能であればクレジットカードで支払いが可能です。,Cette phrase décrit que le paiement peut être effectué à l'aide d'une carte de crédit.,True,True,1,1,True,2,True,True,0.3333333333333333,8.943695670003398,37.1462126164622,0.5128205128205129,True,False,True,1.6
frja-022,fr-ja,qwen2.5-1.5b,False,18524.0,,"Demain, il fera plus chaud qu'aujourd'hui.",明日は今日より暑くなるでしょう。,明日は今日よりも暑くなる。,Cette phrase est écrite en français et signifie 'Demain sera plus chaud que aujourd'hui'.,True,True,2,2,True,1,True,True,0.3333333333333333,8.943695670003398,37.1462126164622,0.8275862068965517,True,False,True,0.8125
frja-023,fr-ja,qwen2.5-1.5b,False,44496.0,,N'oublie pas de fermer la porte.,ドアを閉めるのを忘れないで。,閉めてください。,"Le verbe indiquant la répétition de quelque chose est appelé 'N'**OUBLIEZ** PAS'. Il sert à rappeler au lecteur qu'il doit se souvenir de quelque chose. Dans ce cas, il signifie : 'Rappelez-vous !'",True,True,2,2,True,2,True,True,0.0,8.943695670003398,37.1462126164622,0.36363636363636365,True,False,True,0.5714285714285714
frja-024,fr-ja,qwen2.5-1.5b,False,67019.0,,Je veux acheter un billet aller-retour.,往復切符を買いたいです。,行き帰りのチケットを買いたい。,"Ceci est une phrase en français, qui signifie 'je voudrais acheter des billets de train pour aller et revenir'.",True,True,3,3,True,3,False,False,0.3333333333333333,8.943695670003398,37.1462126164622,0.4444444444444445,True,False,True,1.25
frja-025,fr-ja,qwen2.5-1.5b,False,33209.0,,"Si tu es fatigue, repose-toi un peu.",疲れているなら、少し休んでください。,休息一下，如果你累了。,C'est une phrase en français qui suggère de prendre un temps pour se détendre lorsque l'on est fatigué. C'est un conseil sur la relaxation.,True,True,2,2,True,3,False,False,0.0,8.943695670003398,37.1462126164622,0.13793103448275862,True,False,True,0.6111111111111112
jafr-011,ja-fr,qwen2.5-1.5b,False,12046.0,,今日は図書館で勉強します。,"Aujourd'hui, j'etudie a la bibliotheque.","Je vais vous aider à traduire le texte japonais au français. Voici la traduction exacte :

Aujourd'hui, je vais aller dans la bibliothèque pour étudier.",Le texte original est en japonais et a été traduit directement au français.,True,True,2,2,True,2,True,True,0.0,8.943695670003398,37.1462126164622,0.13333333333333333,True,False,False,3.8
jafr-012,ja-fr,qwen2.5-1.5b,False,47746.0,,電車が遅れているので、少し待ってください。,"Le train a du retard, alors veuillez patienter un peu.",Attendez un peu car le train est en retard.,Cette phrase exprime une demande de patience pour un retard dans la circulation des trains.,True,True,2,2,False,1,True,False,0.3333333333333333,8.943695670003398,37.1462126164622,0.10526315789473685,True,False,True,0.7962962962962963
jafr-013,ja-fr,qwen2.5-1.5b,False,38315.0,,宿題を終えたらゲームをしてもいいです。,"Si tu finis les devoirs, tu peux jouer.","Après avoir terminé les devoirs, il est permis de jouer aux jeux.",Cette phrase indique que le sujet peut jouer à des jeux après avoir terminé ses devoirs.,True,True,2,2,True,2,True,True,0.3333333333333333,8.943695670003398,37.1462126164622,0.2,True,False,True,1.6666666666666667
jafr-014,ja-fr,qwen2.5-1.5b,False,27648.0,,このカメラは軽くて使いやすいです。,Cet appareil photo est leger et facile a utiliser.,Cette caméra est légère et facile à utiliser.,"Le texte japonais exprime que la caméra est légère et facile d'utilisation, qui sont des qualités appréciées pour les appareils photo. Ceux-ci sont appréciés car ils rendent l'appareil plus facile à manipuler et à transporter.",True,True,1,1,True,1,True,True,0.3333333333333333,8.943695670003398,37.1462126164622,0.47058823529411764,True,False,True,0.9
jafr-015,ja-fr,qwen2.5-1.5b,False,24237.0,,来週までにこの書類を提出してください。,Veuillez remettre ce document d'ici la semaine prochaine.,Veuillez présenter ce document avant la semaine prochaine.,"Le message demande que l'objet soit présenté à temps pour une période future, spécifiquement avant la prochaine semaine.",True,True,2,2,True,3,True,True,0.3333333333333333,8.943695670003398,37.1462126164622,0.75,True,False,True,1.0175438596491229
jafr-016,ja-fr,qwen2.5-1.5b,False,17772.0,,彼女はフランス語がとても上手です。,Elle parle tres bien francais.,Elle est très bonne en français.,Cette phrase est dit en français et signifie 'Elle est très bonne en français'.,True,True,1,1,True,2,True,True,0.0,8.943695670003398,37.1462126164622,0.1818181818181818,True,False,True,1.0666666666666667
jafr-017,ja-fr,qwen2.5-1.5b,False,40395.0,,雨が止んだら出発しましょう。,Partons quand la pluie s'arretera.,Allez-y dès que le soleil apparaîtra.,"Cette phrase demande de partir quand le soleil apparaîtra, en français.",True,True,1,1,True,3,True,True,1.0,8.943695670003398,37.1462126164622,0.0,True,False,True,1.088235294117647
jafr-018,ja-fr,qwen2.5-1.5b,False,30294.0,,今週は忙しいので、会議を延期できますか？,"Cette semaine je suis occupe, peut-on reporter la reunion ?",Est-ce que vous pourriez annuler les réunions ce week-end ?,Cette phrase demande si l'interlocuteur peut annuler des réunions à venir.,True,True,2,2,True,1,True,True,0.0,8.943695670003398,37.1462126164622,0.10000000000000002,True,False,True,1.0
jafr-019,ja-fr,qwen2.5-1.5b,False,46261.0,,この料理は思ったより辛かったです。,Ce plat etait plus epice que je ne le pensais.,Cela de la cuisine est moins dure que prévu.,"Le japonais 'この料理' se traduit par 'Cette recette', et le français 'Cela de la cuisine' correspond à 'Cette recette'. Le mot '思ったより辛かったです' (which means 'I thought it would be more spicy') est traduit en français par 'plus douce que je l'avais imaginée'.",True,False,3,3,False,1,True,False,0.0,8.943695670003398,37.1462126164622,0.10526315789473685,True,False,True,0.9565217391304348
jafr-020,ja-fr,qwen2.5-1.5b,False,14507.0,,電気を消してから寝てください。,"Eteins la lumiere avant de dormir, s'il te plait.",Désactivez l'électricité avant de vous coucher.,Cette phrase demande d'arrêter les appareils électriques avant de se coucher pour économiser l'énergie et éviter les risques de foudre.,True,True,1,1,True,3,True,True,0.3333333333333333,8.943695670003398,37.1462126164622,0.26666666666666666,True,False,True,0.9591836734693877
jafr-021,ja-fr,qwen2.5-1.5b,False,14764.0,,新しいアパートは駅から歩いて五分です。,Le nouvel appartement est a cinq minutes a pied de la gare.,Il y a un appartement nouveau qui est à cinq minutes en voiture du stade.,"Le texte indique que l'appartement est situé à une distance de cinq minutes en voiture de la gare, ce qui signifie qu'il est facilement accessible depuis le stationnement.",True,True,2,2,True,3,True,True,0.6666666666666666,8.943695670003398,37.1462126164622,0.2962962962962963,True,False,True,1.2372881355932204
jafr-022,ja-fr,qwen2.5-1.5b,False,36548.0,,試験の結果は来週発表されます。,Les resultats de l'examen seront publies la semaine prochaine.,Les résultats de l'examen seront publiés la semaine prochaine.,Ce message indique que les résultats d'un examen seront annoncés dans la semaine à venir.,True,True,2,2,True,2,True,True,0.3333333333333333,8.943695670003398,37.1462126164622,0.7777777777777778,True,False,True,1.0
jafr-023,ja-fr,qwen2.5-1.5b,False,33933.0,,彼は約束を守る人です。,C'est quelqu'un qui tient ses promesses.,Il est un homme qui se tient à ses promesses.,Cette phrase en chinois exprime le fait que quelqu'un respecte ses engagements.,True,True,1,1,True,2,True,True,0.0,8.943695670003398,37.1462126164622,0.5,True,False,True,1.125
jafr-024,ja-fr,qwen2.5-1.5b,False,14979.0,,この店では現金しか使えません。,"Dans ce magasin, on ne peut payer qu'en liquide.",Ceci est le seul moyen de paiement dans ce magasin.,Le texte indique que les clients peuvent uniquement utiliser des moyens de paiement en espèces dans cette boutique.,True,True,2,2,True,3,True,True,0.3333333333333333,8.943695670003398,37.1462126164622,0.10526315789473685,True,False,True,1.0625
jafr-025,ja-fr,qwen2.5-1.5b,False,28177.0,,今日は早く帰らなければなりません。,"Aujourd'hui, je dois rentrer tot.",Demain je partirai tôt.,Cette phrase exprime une intention de partir à l'heure tardive pour être en retard.,True,True,2,2,True,2,True,True,0.3333333333333333,8.943695670003398,37.1462126164622,0.22222222222222224,True,False,True,0.696969696969697
