id,direction,model_label,use_pivot_english,latency_ms,request_error,source,reference,hypothesis,explanation,explanation_nonempty,explanation_language_ok,hints_count,hints_nonempty,hints_language_ok,grammar_count,grammar_language_ok,support_ok,expected_keyword_coverage,bleu,chrf,rouge_l,language_ok,copied_source,line_count_match,length_ratio,model_variant
frja-016,fr-ja,qwen2.5-1.5b,False,20237.0,,"Pouvez-vous repeter, s'il vous plait ?",すみません、もう一度言っていただけますか？,はい、お手伝いいたします。,Cette phrase est un usage courant pour répondre à une demande avec respect et offrir de l'aide.,True,True,2,2,True,1,True,True,0.3333333333333333,8.943695670003398,37.1462126164622,0.2941176470588235,True,False,True,0.6190476190476191,qwen2.5-1.5b
frja-017,fr-ja,qwen2.5-1.5b,False,60175.0,,Je n'ai jamais ete au Japon.,私は日本に行ったことがありません。,私は日本に ever い たことがありません。,Cette phrase exprime que le parlant n'a jamais visité l'Inde.,True,True,2,2,True,3,False,False,0.3333333333333333,8.943695670003398,37.1462126164622,0.75,True,False,True,1.3529411764705883,qwen2.5-1.5b
frja-018,fr-ja,qwen2.5-1.5b,False,30121.0,,"Quand tu arriveras, appelle-moi.",着いたら電話して。,あなたが到着するまでに、私を呼んでください。,Cette phrase indique que quelqu'un doit vous appeler lorsque vous arrivez.,True,True,1,1,True,3,False,False,0.0,8.943695670003398,37.1462126164622,0.1935483870967742,True,False,True,2.4444444444444446,qwen2.5-1.5b
frja-019,fr-ja,qwen2.5-1.5b,False,41059.0,,Ce restaurant est celebre pour ses ramen.,このレストランはラーメンで有名です。,このレストランはラーメンの名所です。,Cette phrase maintient la signification originale en indiquant que le restaurant est connu pour son riz au curry (ramen).,True,True,1,1,True,3,False,False,0.3333333333333333,8.943695670003398,37.1462126164622,0.8888888888888888,True,False,True,1.0,qwen2.5-1.5b
frja-020,fr-ja,qwen2.5-1.5b,False,50687.0,,Je suis en train d'etudier pour l'examen.,私は試験のために勉強しているところです。,私は試験に取り組んでいます。,Cette phrase est en français et signifie que je fais des preparations pour un examen.,True,True,2,2,True,2,True,True,0.3333333333333333,8.943695670003398,37.1462126164622,0.4705882352941176,True,False,True,0.7,qwen2.5-1.5b
frja-021,fr-ja,qwen2.5-1.5b,False,23964.0,,Il est possible de payer par carte.,カードで支払うことができます。,可能であればクレジットカードで支払いが可能です。,Cette phrase décrit que le paiement peut être effectué à l'aide d'une carte de crédit.,True,True,1,1,True,2,True,True,0.3333333333333333,8.943695670003398,37.1462126164622,0.5128205128205129,True,False,True,1.6,qwen2.5-1.5b
frja-022,fr-ja,qwen2.5-1.5b,False,18524.0,,"Demain, il fera plus chaud qu'aujourd'hui.",明日は今日より暑くなるでしょう。,明日は今日よりも暑くなる。,Cette phrase est écrite en français et signifie 'Demain sera plus chaud que aujourd'hui'.,True,True,2,2,True,1,True,True,0.3333333333333333,8.943695670003398,37.1462126164622,0.8275862068965517,True,False,True,0.8125,qwen2.5-1.5b
frja-023,fr-ja,qwen2.5-1.5b,False,44496.0,,N'oublie pas de fermer la porte.,ドアを閉めるのを忘れないで。,閉めてください。,"Le verbe indiquant la répétition de quelque chose est appelé 'N'**OUBLIEZ** PAS'. Il sert à rappeler au lecteur qu'il doit se souvenir de quelque chose. Dans ce cas, il signifie : 'Rappelez-vous !'",True,True,2,2,True,2,True,True,0.0,8.943695670003398,37.1462126164622,0.3636363636363636,True,False,True,0.5714285714285714,qwen2.5-1.5b
frja-024,fr-ja,qwen2.5-1.5b,False,67019.0,,Je veux acheter un billet aller-retour.,往復切符を買いたいです。,行き帰りのチケットを買いたい。,"Ceci est une phrase en français, qui signifie 'je voudrais acheter des billets de train pour aller et revenir'.",True,True,3,3,True,3,False,False,0.3333333333333333,8.943695670003398,37.1462126164622,0.4444444444444445,True,False,True,1.25,qwen2.5-1.5b
frja-025,fr-ja,qwen2.5-1.5b,False,33209.0,,"Si tu es fatigue, repose-toi un peu.",疲れているなら、少し休んでください。,休息一下，如果你累了。,C'est une phrase en français qui suggère de prendre un temps pour se détendre lorsque l'on est fatigué. C'est un conseil sur la relaxation.,True,True,2,2,True,3,False,False,0.0,8.943695670003398,37.1462126164622,0.1379310344827586,True,False,True,0.6111111111111112,qwen2.5-1.5b
jafr-011,ja-fr,qwen2.5-1.5b,False,12046.0,,今日は図書館で勉強します。,"Aujourd'hui, j'etudie a la bibliotheque.","Je vais vous aider à traduire le texte japonais au français. Voici la traduction exacte :

Aujourd'hui, je vais aller dans la bibliothèque pour étudier.",Le texte original est en japonais et a été traduit directement au français.,True,True,2,2,True,2,True,True,0.0,8.943695670003398,37.1462126164622,0.1333333333333333,True,False,False,3.8,qwen2.5-1.5b
jafr-012,ja-fr,qwen2.5-1.5b,False,47746.0,,電車が遅れているので、少し待ってください。,"Le train a du retard, alors veuillez patienter un peu.",Attendez un peu car le train est en retard.,Cette phrase exprime une demande de patience pour un retard dans la circulation des trains.,True,True,2,2,False,1,True,False,0.3333333333333333,8.943695670003398,37.1462126164622,0.1052631578947368,True,False,True,0.7962962962962963,qwen2.5-1.5b
jafr-013,ja-fr,qwen2.5-1.5b,False,38315.0,,宿題を終えたらゲームをしてもいいです。,"Si tu finis les devoirs, tu peux jouer.","Après avoir terminé les devoirs, il est permis de jouer aux jeux.",Cette phrase indique que le sujet peut jouer à des jeux après avoir terminé ses devoirs.,True,True,2,2,True,2,True,True,0.3333333333333333,8.943695670003398,37.1462126164622,0.2,True,False,True,1.6666666666666667,qwen2.5-1.5b
jafr-014,ja-fr,qwen2.5-1.5b,False,27648.0,,このカメラは軽くて使いやすいです。,Cet appareil photo est leger et facile a utiliser.,Cette caméra est légère et facile à utiliser.,"Le texte japonais exprime que la caméra est légère et facile d'utilisation, qui sont des qualités appréciées pour les appareils photo. Ceux-ci sont appréciés car ils rendent l'appareil plus facile à manipuler et à transporter.",True,True,1,1,True,1,True,True,0.3333333333333333,8.943695670003398,37.1462126164622,0.4705882352941176,True,False,True,0.9,qwen2.5-1.5b
jafr-015,ja-fr,qwen2.5-1.5b,False,24237.0,,来週までにこの書類を提出してください。,Veuillez remettre ce document d'ici la semaine prochaine.,Veuillez présenter ce document avant la semaine prochaine.,"Le message demande que l'objet soit présenté à temps pour une période future, spécifiquement avant la prochaine semaine.",True,True,2,2,True,3,True,True,0.3333333333333333,8.943695670003398,37.1462126164622,0.75,True,False,True,1.0175438596491229,qwen2.5-1.5b
jafr-016,ja-fr,qwen2.5-1.5b,False,17772.0,,彼女はフランス語がとても上手です。,Elle parle tres bien francais.,Elle est très bonne en français.,Cette phrase est dit en français et signifie 'Elle est très bonne en français'.,True,True,1,1,True,2,True,True,0.0,8.943695670003398,37.1462126164622,0.1818181818181818,True,False,True,1.0666666666666669,qwen2.5-1.5b
jafr-017,ja-fr,qwen2.5-1.5b,False,40395.0,,雨が止んだら出発しましょう。,Partons quand la pluie s'arretera.,Allez-y dès que le soleil apparaîtra.,"Cette phrase demande de partir quand le soleil apparaîtra, en français.",True,True,1,1,True,3,True,True,1.0,8.943695670003398,37.1462126164622,0.0,True,False,True,1.088235294117647,qwen2.5-1.5b
jafr-018,ja-fr,qwen2.5-1.5b,False,30294.0,,今週は忙しいので、会議を延期できますか？,"Cette semaine je suis occupe, peut-on reporter la reunion ?",Est-ce que vous pourriez annuler les réunions ce week-end ?,Cette phrase demande si l'interlocuteur peut annuler des réunions à venir.,True,True,2,2,True,1,True,True,0.0,8.943695670003398,37.1462126164622,0.1,True,False,True,1.0,qwen2.5-1.5b
jafr-019,ja-fr,qwen2.5-1.5b,False,46261.0,,この料理は思ったより辛かったです。,Ce plat etait plus epice que je ne le pensais.,Cela de la cuisine est moins dure que prévu.,"Le japonais 'この料理' se traduit par 'Cette recette', et le français 'Cela de la cuisine' correspond à 'Cette recette'. Le mot '思ったより辛かったです' (which means 'I thought it would be more spicy') est traduit en français par 'plus douce que je l'avais imaginée'.",True,False,3,3,False,1,True,False,0.0,8.943695670003398,37.1462126164622,0.1052631578947368,True,False,True,0.9565217391304348,qwen2.5-1.5b
jafr-020,ja-fr,qwen2.5-1.5b,False,14507.0,,電気を消してから寝てください。,"Eteins la lumiere avant de dormir, s'il te plait.",Désactivez l'électricité avant de vous coucher.,Cette phrase demande d'arrêter les appareils électriques avant de se coucher pour économiser l'énergie et éviter les risques de foudre.,True,True,1,1,True,3,True,True,0.3333333333333333,8.943695670003398,37.1462126164622,0.2666666666666666,True,False,True,0.9591836734693876,qwen2.5-1.5b
jafr-021,ja-fr,qwen2.5-1.5b,False,14764.0,,新しいアパートは駅から歩いて五分です。,Le nouvel appartement est a cinq minutes a pied de la gare.,Il y a un appartement nouveau qui est à cinq minutes en voiture du stade.,"Le texte indique que l'appartement est situé à une distance de cinq minutes en voiture de la gare, ce qui signifie qu'il est facilement accessible depuis le stationnement.",True,True,2,2,True,3,True,True,0.6666666666666666,8.943695670003398,37.1462126164622,0.2962962962962963,True,False,True,1.2372881355932204,qwen2.5-1.5b
jafr-022,ja-fr,qwen2.5-1.5b,False,36548.0,,試験の結果は来週発表されます。,Les resultats de l'examen seront publies la semaine prochaine.,Les résultats de l'examen seront publiés la semaine prochaine.,Ce message indique que les résultats d'un examen seront annoncés dans la semaine à venir.,True,True,2,2,True,2,True,True,0.3333333333333333,8.943695670003398,37.1462126164622,0.7777777777777778,True,False,True,1.0,qwen2.5-1.5b
jafr-023,ja-fr,qwen2.5-1.5b,False,33933.0,,彼は約束を守る人です。,C'est quelqu'un qui tient ses promesses.,Il est un homme qui se tient à ses promesses.,Cette phrase en chinois exprime le fait que quelqu'un respecte ses engagements.,True,True,1,1,True,2,True,True,0.0,8.943695670003398,37.1462126164622,0.5,True,False,True,1.125,qwen2.5-1.5b
jafr-024,ja-fr,qwen2.5-1.5b,False,14979.0,,この店では現金しか使えません。,"Dans ce magasin, on ne peut payer qu'en liquide.",Ceci est le seul moyen de paiement dans ce magasin.,Le texte indique que les clients peuvent uniquement utiliser des moyens de paiement en espèces dans cette boutique.,True,True,2,2,True,3,True,True,0.3333333333333333,8.943695670003398,37.1462126164622,0.1052631578947368,True,False,True,1.0625,qwen2.5-1.5b
jafr-025,ja-fr,qwen2.5-1.5b,False,28177.0,,今日は早く帰らなければなりません。,"Aujourd'hui, je dois rentrer tot.",Demain je partirai tôt.,Cette phrase exprime une intention de partir à l'heure tardive pour être en retard.,True,True,2,2,True,2,True,True,0.3333333333333333,8.943695670003398,37.1462126164622,0.2222222222222222,True,False,True,0.696969696969697,qwen2.5-1.5b
frja-001,fr-ja,qwen2.5-1.5b,True,61390.0,,"Bonjour, comment vas-tu ?",こんにちは、お元気ですか？,こんにちは、どのようにお過ごしですか？,Cet accrochage est très strict : traduction de chaque item en français.,True,True,1,1,True,1,True,True,0.0,12.925794489355097,34.52856323405738,0.6875,True,False,True,1.4615384615384617,qwen2.5-1.5b-pivot
frja-002,fr-ja,qwen2.5-1.5b,True,51221.0,,Je suis etudiant a l'universite de Tsukuba.,私は筑波大学の学生です。,私はスチューデントです。スチューシュラーズ大学の学生です。,"Cette phrase est en français et se traduit en japonais par : ""Je suis étudiant. Je suis étudiant de l'université Tsukuba.""",True,True,2,2,True,1,True,True,0.0,12.925794489355097,34.52856323405738,0.4878048780487806,True,False,True,2.4166666666666665,qwen2.5-1.5b-pivot
frja-003,fr-ja,qwen2.5-1.5b,True,62996.0,,"Il pleut beaucoup aujourd'hui, prends un parapluie.",今日は雨がたくさん降っているので、傘を持っていって。,雨が強く降る今日、傘を取ってください。,"Cette phrase française 'Il pleut beaucoup aujourd'hui, prends un parapluie.' se traduit en anglais par 'It's raining a lot today, take an umbrella.'",True,True,1,1,True,2,True,True,0.0,12.925794489355097,34.52856323405738,0.5333333333333333,True,False,True,0.7307692307692307,qwen2.5-1.5b-pivot
frja-004,fr-ja,qwen2.5-1.5b,True,79422.0,,J'aime apprendre le japonais parce que c'est difficile.,日本語を学ぶのが好きです。難しいからです。,私は日本語を学ぶのが好きです。それは難しいです。,这句话表达了学习日语的喜好，因为学习是困难的。,True,False,1,1,False,3,True,False,0.0,12.925794489355097,34.52856323405738,0.8444444444444444,True,False,True,1.1428571428571428,qwen2.5-1.5b-pivot
frja-005,fr-ja,qwen2.5-1.5b,True,109069.0,,"Si tu as du temps, viens demain.",時間があれば、明日来てください。,来週の朝までに来てくれればいいです。,L'invitation à rencontrer la personne est indiquée dans le texte original en français. La traduction japonaise directement traduit cette invitation en un demandeur formel de rendez-vous.,True,True,1,1,True,3,True,True,0.3333333333333333,12.925794489355097,34.52856323405738,0.2941176470588235,True,False,True,1.125,qwen2.5-1.5b-pivot
frja-006,fr-ja,qwen2.5-1.5b,True,145360.0,,Je n'ai pas encore fini le rapport.,まだレポートが終わっていません。,私は報告をまだ終わりにしていません。,"Ceci est une traduction en français, qui signifie 'I have not finished presenting yet'.",True,True,3,3,True,3,True,True,0.3333333333333333,12.925794489355097,34.52856323405738,0.5882352941176471,True,False,True,1.125,qwen2.5-1.5b-pivot
frja-007,fr-ja,qwen2.5-1.5b,True,48826.0,,Peux-tu parler plus lentement ?,もう少しゆっくり話してもらえますか？,お手伝いできません。,La traduction fournie est la version française directe de l'équivalent anglais du pivot.,True,True,1,1,True,1,True,True,0.6666666666666666,12.925794489355097,34.52856323405738,0.0714285714285714,True,False,True,0.5555555555555556,qwen2.5-1.5b-pivot
frja-008,fr-ja,qwen2.5-1.5b,True,51987.0,,Il faut etudier chaque jour.,毎日勉強しなければなりません。,毎日勉強してください。,"le texte source est traduit directement en japonais, conservant la même signification.",True,True,1,1,True,3,True,True,0.0,12.925794489355097,34.52856323405738,0.4615384615384615,True,False,True,0.7333333333333333,qwen2.5-1.5b-pivot
frja-009,fr-ja,qwen2.5-1.5b,True,91565.0,,Ce livre est plus interessant que celui-la.,この本はあの本より面白いです。,この本はそれよりも興味深いです。,Cette phrase utilise le comparatif en japonais pour indiquer une plus grande intérêt. C'est un exemple de 'comparaison avec ' et il s'agit d'un comparatif positif.,True,True,3,3,False,2,False,False,0.6666666666666666,12.925794489355097,34.52856323405738,0.6451612903225806,True,False,True,1.0666666666666669,qwen2.5-1.5b-pivot
frja-010,fr-ja,qwen2.5-1.5b,True,101192.0,,J'ai oublie mon portefeuille dans le train.,電車に財布を忘れました。,忘れたのは、列車で落としたウォレットです。,Le français 'J'ai oublie mon portefeuille dans le train.' est traduit en japonais comme '忘れたのは、列車で落としたウォレットです。' qui signifie 'Il a été oublié que la poche à main était tombée du train.',True,False,2,2,False,3,False,False,1.0,12.925794489355097,34.52856323405738,0.303030303030303,True,False,True,1.75,qwen2.5-1.5b-pivot
jafr-001,ja-fr,qwen2.5-1.5b,True,39140.0,,すみません、駅はどこですか？,"Excusez-moi, ou se trouve la gare ?",Où est la gare ?,La traduction fournie est exactement conforme à la signification japonaise.,True,True,2,2,True,1,True,True,0.3333333333333333,12.925794489355097,34.52856323405738,0.5,True,False,True,0.4571428571428571,qwen2.5-1.5b-pivot
jafr-002,ja-fr,qwen2.5-1.5b,True,26781.0,,昨日は友達と映画を見に行きました。,"Hier, je suis alle voir un film avec des amis.",Hier j'ai vu une film avec mes amis.,La traduction du texte source est effectuée directement en français tout en conservant la même signification et structure que dans l'anglais.,True,True,1,1,True,1,True,True,0.0,12.925794489355097,34.52856323405738,0.3333333333333332,True,False,True,0.782608695652174,qwen2.5-1.5b-pivot
jafr-003,ja-fr,qwen2.5-1.5b,True,50524.0,,この問題は少し難しいけど、頑張れば理解できます。,"Ce probleme est un peu difficile, mais si on fait des efforts on peut le comprendre.","Cela pose un problème qui est un peu difficile, mais avec du travail, il peut être compris.",The translation maintains the original meaning while adapting it to French syntax and vocabulary.,True,True,3,3,True,1,True,True,0.0,12.925794489355097,34.52856323405738,0.3636363636363636,True,False,True,1.0833333333333333,qwen2.5-1.5b-pivot
jafr-004,ja-fr,qwen2.5-1.5b,True,110557.0,,毎朝コーヒーを飲んでから学校へ行きます。,"Chaque matin, je bois un cafe puis je vais a l'ecole.","Chaque matin, je bois de la caféine et je vais à l'école.","Le japonais '毎朝コーヒーを飲んでから学校へ行きます。' est traduit en français par 'Chaque matin, je bois de la caféine et je vais à l'école.'",True,False,1,1,False,1,False,False,0.0,12.925794489355097,34.52856323405738,0.5217391304347826,True,False,True,1.0754716981132075,qwen2.5-1.5b-pivot
jafr-005,ja-fr,qwen2.5-1.5b,True,129927.0,,今日は早く帰ってもいいですか？,Est-ce que je peux rentrer tot aujourd'hui ?,Pourrai-je rentrer tôt aujourd'hui ?,Le français de la phrase japonaise '今日は早く帰ってもいいですか？' est directement traduit en français comme 'Pourrai-je rentrer tôt aujourd'hui?'.,True,False,2,2,True,1,True,False,0.0,12.925794489355097,34.52856323405738,0.4615384615384615,True,False,True,0.8181818181818182,qwen2.5-1.5b-pivot
jafr-006,ja-fr,qwen2.5-1.5b,True,70858.0,,日本に来てから三年になります。,Cela fait trois ans que je suis venu au Japon.,Je suis allé en Japon pendant trois ans.,Cette phrase française traduit littéralement l'expression anglaise 'I have been in Japan for three years'.,True,True,2,2,True,1,True,True,0.3333333333333333,12.925794489355097,34.52856323405738,0.1111111111111111,True,False,True,0.8695652173913043,qwen2.5-1.5b-pivot
